sep=;
Variable;Function;Access;Process;Data races;Shared variable;Byte offset;Location
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_PT;write;Process 42;no;no;all;ALL_bc_with_context.c:325717.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_DTx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325729.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_DTx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325736.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_ETx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325748.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_ETx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325755.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_D_NM_TX_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325767.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_D_NM_TX_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325774.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_DTx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325786.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_DTx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325793.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_ETx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325805.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_ETx_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325812.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325824.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;write;Process 42;no;no;all;ALL_bc_with_context.c:325831.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;write;Process 42;no;no;all;ALL_bc_with_context.c:325843.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;write;Process 42;no;no;all;ALL_bc_with_context.c:325850.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;write;Process 42;no;no;all;ALL_bc_with_context.c:325862.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;write;Process 42;no;no;all;ALL_bc_with_context.c:325869.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;write;Process 42;no;no;all;ALL_bc_with_context.c:325881.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;write;Process 42;no;no;all;ALL_bc_with_context.c:325888.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;write;Process 42;no;no;all;ALL_bc_with_context.c:325900.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;write;Process 42;no;no;all;ALL_bc_with_context.c:325907.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;write;Process 42;no;no;all;ALL_bc_with_context.c:325919.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;write;Process 42;no;no;all;ALL_bc_with_context.c:325926.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325938.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325945.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325957.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325964.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325976.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325983.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:325995.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;write;Process 42;no;no;all;ALL_bc_with_context.c:326002.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;write;Process 42;no;no;all;ALL_bc_with_context.c:326014.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;write;Process 42;no;no;all;ALL_bc_with_context.c:326021.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;write;Process 42;no;no;all;ALL_bc_with_context.c:326033.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;write;Process 42;no;no;all;ALL_bc_with_context.c:326040.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;write;Process 42;no;no;all;ALL_bc_with_context.c:326052.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;write;Process 42;no;no;all;ALL_bc_with_context.c:326059.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_LP;write;main-process;no;no;all;ALL_bc_with_context.c:325691.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_LP;write;main-process;no;no;all;ALL_bc_with_context.c:325698.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_PT;write;main-process;no;no;all;ALL_bc_with_context.c:325710.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_PT;write;main-process;no;no;all;ALL_bc_with_context.c:325717.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_DTx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325729.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_DTx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325736.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_ETx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325748.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_ETx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325755.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_D_NM_TX_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325767.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_D_NM_TX_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325774.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_DTx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325786.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_DTx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325793.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_ETx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325805.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_ETx_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325812.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325824.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;write;main-process;no;no;all;ALL_bc_with_context.c:325831.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;write;main-process;no;no;all;ALL_bc_with_context.c:325843.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;write;main-process;no;no;all;ALL_bc_with_context.c:325850.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;write;main-process;no;no;all;ALL_bc_with_context.c:325862.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;write;main-process;no;no;all;ALL_bc_with_context.c:325869.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;write;main-process;no;no;all;ALL_bc_with_context.c:325881.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;write;main-process;no;no;all;ALL_bc_with_context.c:325888.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;write;main-process;no;no;all;ALL_bc_with_context.c:325900.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;write;main-process;no;no;all;ALL_bc_with_context.c:325907.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;write;main-process;no;no;all;ALL_bc_with_context.c:325919.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;write;main-process;no;no;all;ALL_bc_with_context.c:325926.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;write;main-process;no;no;all;ALL_bc_with_context.c:325938.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;write;main-process;no;no;all;ALL_bc_with_context.c:325945.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;write;main-process;no;no;all;ALL_bc_with_context.c:325957.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;write;main-process;no;no;all;ALL_bc_with_context.c:325964.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;write;main-process;no;no;all;ALL_bc_with_context.c:325976.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;write;main-process;no;no;all;ALL_bc_with_context.c:325983.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;write;main-process;no;no;all;ALL_bc_with_context.c:325995.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;write;main-process;no;no;all;ALL_bc_with_context.c:326002.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;write;main-process;no;no;all;ALL_bc_with_context.c:326014.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;write;main-process;no;no;all;ALL_bc_with_context.c:326021.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;write;main-process;no;no;all;ALL_bc_with_context.c:326033.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;write;main-process;no;no;all;ALL_bc_with_context.c:326040.3-19
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;write;main-process;no;no;all;ALL_bc_with_context.c:326052.1-17
isEvalResult_b@BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;write;main-process;no;no;all;ALL_bc_with_context.c:326059.3-19
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;read;Process 42;no;no;all;ALL_bc_with_context.c:552201.12-40
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;write;Process 42;no;no;all;ALL_bc_with_context.c:552041.12-40
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;write;Process 42;no;no;all;ALL_bc_with_context.c:552059.20-48
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;write;Process 42;no;no;all;ALL_bc_with_context.c:552068.20-48
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;write;Process 42;no;no;all;ALL_bc_with_context.c:552077.20-48
isDfcFailure_DFC_Com_vWhlRrL@ComScl_Brk_Scl_Rx_ESP_19_Rx;ComScl_Brk_Scl_Rx_ESP_19_Rx;write;Process 42;no;no;all;ALL_bc_with_context.c:552196.16-44
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;read;Process 42;no;no;all;ALL_bc_with_context.c:579184.12-49
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:578842.12-49
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:578876.24-61
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:578885.24-61
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:578912.28-65
isDfcFailure_DFC_Com_trqClthTCSDCSDes@ComScl_Brk_Scl_Rx_ESP_21;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:579169.16-53
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;read;Process 42;no;no;all;ALL_bc_with_context.c:541859.12-47
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541581.12-47
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541683.24-59
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541692.24-59
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541701.24-59
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541716.28-63
isDfcFailure_DFC_Com_stWhlSensRrRht@ComScl_Brk_Scl_Rx_ESP_07;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541841.16-51
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;read;Process 42;no;no;all;ALL_bc_with_context.c:578801.12-49
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578476.12-49
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578580.24-61
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578589.24-61
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578614.28-65
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578785.16-53
isDfcFailure_DFC_Com_numWhlIncFrtLeft@ComScl_Brk_Scl_Rx_ESP_10;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578796.12-49
isActiveTemp_b@rba_IoSigPwr_GetAbeStatus;rba_IoExtCj970_PvmtGetAbeStatus;write;Process 42;no;no;all;ALL_bc_with_context.c:498366.12-24
isActiveTemp_b@rba_IoSigPwr_GetAbeStatus;rba_IoExtL9959_GetAbeStatus;write;Process 42;no;no;all;ALL_bc_with_context.c:498988.28-40
isActiveTemp_b@rba_IoSigPwr_GetAbeStatus;rba_IoExtL9959_GetAbeStatus;write;Process 42;no;no;all;ALL_bc_with_context.c:498992.28-40
isActiveTemp_b@rba_IoSigPwr_GetAbeStatus;rba_IoExtL9959_GetAbeStatus;write;Process 42;no;no;all;ALL_bc_with_context.c:499010.24-36
isActiveTemp_b@rba_IoSigPwr_GetAbeStatus;rba_IoExtL9959_GetAbeStatus;write;Process 42;no;no;all;ALL_bc_with_context.c:499014.24-36
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;IpBase_GetUint32___847;read;Process 42;no;no;[0,36];ALL_bc_with_context.c:402018.27-51
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;IpBase_GetUint32___847;read;Process 42;no;no;[1,37];ALL_bc_with_context.c:402018.71-95
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;IpBase_GetUint32___847;read;Process 42;no;no;[2,38];ALL_bc_with_context.c:402019.27-51
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;IpBase_GetUint32___847;read;Process 42;no;no;[3,39];ALL_bc_with_context.c:402019.61-83
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_3___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394683.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_3___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394686.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_3___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394689.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394716.4-16
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394717.4-21
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394718.4-21
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394719.4-21
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394733.6-18
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394740.6-18
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_32_Aligned___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394747.6-18
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394778.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394781.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394784.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394787.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394790.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394793.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394796.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394799.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394802.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394805.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394808.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394811.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394814.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394817.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394820.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394823.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394826.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394829.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394832.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394835.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394838.6-15
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394841.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394844.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394847.6-14
ipV6PseudoHdr@TcpIp_VCalcIpV6PseudoHdrChecksum;VStdLib_Loc_MemCpy_8_31___3723;write;Process 42;no;no;all;ALL_bc_with_context.c:394850.6-14
