sep=;
Variable;Function;Access;Process;Data races;Shared variable;Byte offset;Location
Com_stWhlSensRrLeft;ComCil_Brk_ESP07;read;Process 42;no;no;all;ALL_bc_with_context.c:1148.29-48
Com_stWhlSensRrLeft;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541662.16-35
Com_stWhlSensRrLeft;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157754.4-23
Com_stWhlSensFrtRht_mp;ComCil_Brk_ESP07;write;Process 42;no;no;all;ALL_bc_with_context.c:1147.4-26
Com_stWhlSensFrtRht_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1590.4-26
Com_stWhlSensFrtRht;ComCil_Brk_ESP07;read;Process 42;no;no;all;ALL_bc_with_context.c:1147.29-48
Com_stWhlSensFrtRht;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541765.16-35
Com_stWhlSensFrtRht;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157752.4-23
Com_stWhlSensFrtLeft_mp;ComCil_Brk_ESP07;write;Process 42;no;no;all;ALL_bc_with_context.c:1146.4-27
Com_stWhlSensFrtLeft_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1589.4-27
Com_stWhlSensFrtLeft;ComCil_Brk_ESP07;read;Process 42;no;no;all;ALL_bc_with_context.c:1146.30-50
Com_stWhlSensFrtLeft;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541743.16-36
Com_stWhlSensFrtLeft;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157750.4-24
Com_stWhlIndRrRht_mp;ComCil_Brk_ESP10;write;Process 42;no;no;all;ALL_bc_with_context.c:1414.3-23
Com_stWhlIndRrRht_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1546.4-24
Com_stWhlIndRrRht;ComCil_Brk_ESP10;read;Process 42;no;no;all;ALL_bc_with_context.c:1414.26-43
Com_stWhlIndRrRht;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578773.16-33
Com_stWhlIndRrRht;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157748.4-21
Com_stWhlIndRrLeft_mp;ComCil_Brk_ESP10;write;Process 42;no;no;all;ALL_bc_with_context.c:1413.3-24
Com_stWhlIndRrLeft_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1545.4-25
Com_stWhlIndRrLeft;ComCil_Brk_ESP10;read;Process 42;no;no;all;ALL_bc_with_context.c:1413.27-45
Com_stWhlIndRrLeft;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578751.16-34
Com_stWhlIndRrLeft;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157746.4-22
Com_stWhlIndFrtRht_mp;ComCil_Brk_ESP10;write;Process 42;no;no;all;ALL_bc_with_context.c:1412.3-24
Com_stWhlIndFrtRht_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1544.4-25
Com_stWhlIndFrtRht;ComCil_Brk_ESP10;read;Process 42;no;no;all;ALL_bc_with_context.c:1412.27-45
Com_stWhlIndFrtRht;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578729.16-34
Com_stWhlIndFrtRht;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157744.4-22
Com_stWhlIndFrtLeft_mp;ComCil_Brk_ESP10;write;Process 42;no;no;all;ALL_bc_with_context.c:1411.3-25
Com_stWhlIndFrtLeft_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1543.4-26
Com_stWhlIndFrtLeft;ComCil_Brk_ESP10;read;Process 42;no;no;all;ALL_bc_with_context.c:1411.28-47
Com_stWhlIndFrtLeft;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578707.16-35
Com_stWhlIndFrtLeft;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157742.4-23
Com_stWhlIncInvld_mp;ComCil_Brk_ESP10;write;Process 42;no;no;all;ALL_bc_with_context.c:1406.3-23
Com_stWhlIncInvld_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1538.4-24
Com_stWhlIncInvld;ComCil_Brk_ESP10;read;Process 42;no;no;all;ALL_bc_with_context.c:1406.26-43
Com_stWhlIncInvld;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578513.16-33
Com_stWhlIncInvld;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578529.16-33
Com_stWhlIncInvld;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578545.16-33
Com_stWhlIncInvld;ComScl_Brk_Scl_Rx_ESP_10;write;Process 42;no;no;all;ALL_bc_with_context.c:578561.16-33
Com_stWhlIncInvld;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157728.4-21
Com_stWhlIncInvld;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157732.4-21
Com_stWhlIncInvld;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157736.4-21
Com_stWhlIncInvld;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157740.4-21
Com_stWhlCirc_mp;ComCil_Brk_ESP20;write;Process 42;no;no;all;ALL_bc_with_context.c:1014.4-20
Com_stWhlCirc_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1619.4-20
Com_stWhlCirc;ComCil_Brk_ESP20;read;Process 42;no;no;all;ALL_bc_with_context.c:1014.23-36
Com_stWhlCirc;ComScl_Brk_Scl_Rx_ESP_20;write;Process 42;no;no;all;ALL_bc_with_context.c:540778.16-29
Com_stWhlCirc;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157724.4-17
Com_stWaHtStg;ComScl_Eng_Scl_Tx_Motor_14;read;Process 42;no;no;all;ALL_bc_with_context.c:518190.30-43
Com_stWaHtStg;ComCil_Eng_Motor14;write;Process 42;no;no;all;ALL_bc_with_context.c:373266.4-17
Com_stWaHtStg;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373809.4-17
Com_stVICM2_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127407.64-87
Com_stVehVErr_mp;ComCil_Brk_ESP21;write;Process 42;no;no;all;ALL_bc_with_context.c:1466.4-20
Com_stVehVErr_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1581.4-20
Com_stVehVErr;ComCil_Brk_ESP21;read;Process 42;no;no;all;ALL_bc_with_context.c:1466.23-36
Com_stVehVErr;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:579029.16-29
Com_stVehVErr;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157720.4-17
Com_stVehCenLock;SWAdp_COM_Proc_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:584336.4-20
Com_stVcuEventMsg1_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123992.64-94
Com_stVCU_SF_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123788.63-87
Com_stVCU_SF_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;main-process;no;no;all;ALL_bc_with_context.c:123788.63-87
Com_stVCU9_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123989.64-86
Com_stVCU8_RC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123986.64-89
Com_stVCU8_RC_DIAG_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123983.64-94
Com_stVCU7_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123980.63-85
Com_stVCU6_RC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123977.63-88
Com_stVCU6_RC_DIAG_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123785.63-93
Com_stVCU6_RC_DIAG_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;main-process;no;no;all;ALL_bc_with_context.c:123785.63-93
Com_stVCU5_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123974.63-85
Com_stVCU54_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123971.63-86
Com_stVCU53_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123968.63-86
Com_stVCU52_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123965.63-86
Com_stVCU51_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123962.63-86
Com_stVCU50_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123959.63-86
Com_stVCU49_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123956.63-86
Com_stVCU48_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123953.63-86
Com_stVCU47_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123950.63-86
Com_stVCU46_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123947.63-86
Com_stVCU45_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123944.63-86
Com_stVCU44_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123941.63-86
Com_stVCU43_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123938.63-86
Com_stVCU42_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123935.63-86
Com_stVCU41_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123932.63-86
Com_stVCU40_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123929.63-86
Com_stVCU39_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123926.63-86
Com_stVCU38_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123923.63-86
Com_stVCU37_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123920.63-86
Com_stVCU36_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123917.63-86
Com_stVCU35_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123914.63-86
Com_stVCU34_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123911.63-86
Com_stVCU33_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123908.63-86
Com_stVCU32_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123905.63-86
Com_stVCU31_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123902.63-86
Com_stVCU30_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123899.63-86
Com_stVCU29_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123896.63-86
Com_stVCU28_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123893.63-86
Com_stVCU27_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123890.63-86
Com_stVCU26_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123887.63-86
Com_stVCU25_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123884.63-86
Com_stVCU24_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123881.63-86
Com_stVCU23_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123878.63-86
Com_stVCU22_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123875.63-86
Com_stVCU21_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123872.63-86
Com_stVCU20_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123869.63-86
Com_stVCU14_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123866.63-86
Com_stVCU13_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123863.63-86
Com_stvcu12_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123998.64-87
Com_stVCU11_RC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123812.63-89
Com_stVCU11_RC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;main-process;no;no;all;ALL_bc_with_context.c:123812.63-89
Com_stvcu10_rc_VC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123995.64-93
Com_stVCU10_RC_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123860.63-89
Com_stTRQ;ComScl_Eng_Scl_Tx_Motor_11;read;Process 42;no;no;all;ALL_bc_with_context.c:524945.26-35
Com_stTRQ;ComCil_Eng_Motor11;write;Process 42;no;no;all;ALL_bc_with_context.c:373416.4-13
Com_stTRQ;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373756.4-13
Com_stTrnvrsAcc_mp;ComCil_Brk_ESP02;write;Process 42;no;no;all;ALL_bc_with_context.c:1267.4-22
Com_stTrnvrsAcc_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1569.4-22
Com_stTrnvrsAcc;ComCil_Brk_ESP02;read;Process 42;no;no;all;ALL_bc_with_context.c:1267.25-40
Com_stTrnvrsAcc;ComScl_Brk_Scl_Rx_ESP_02;write;Process 42;no;no;all;ALL_bc_with_context.c:551923.16-31
Com_stTrnvrsAcc;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157718.4-19
Com_stTransptModeActv;ComScl_Eng_Scl_Tx_KN_MO_01;read;Process 42;no;no;all;ALL_bc_with_context.c:523336.34-55
Com_stTransptModeActv;ComCil_Eng_KN_MO_01;write;Process 42;no;no;all;ALL_bc_with_context.c:373492.4-25
Com_stTransptModeActv;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373921.11-32
Com_stTransptModeActv;sams_init_ALL_bc_with_context;write;main-process;no;no;all;ALL_bc_with_context.c:598594.2-23
Com_stTransptModeActv;sams_init_ALL_bc_with_context;write;main-process;no;no;all;ALL_bc_with_context.c:598595.26-47
Com_stTelematicsEventMsg_RC4_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127398.63-103
Com_stTelematicsEventMsg_RC4_DIAG_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127395.63-108
Com_stTelematics_GPSinfo_RC7_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127404.64-104
Com_stTelematics_GPSinfo_RC2_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127401.64-104
Com_stTelematics4_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127392.63-92
Com_stTelematics3_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127389.63-92
Com_stTelematics1_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127386.63-92
Com_stSysLmp;ComScl_Eng_Scl_Tx_Motor_26_STATIC;read;Process 42;no;no;all;ALL_bc_with_context.c:519081.29-41
Com_stSysLmp;ComCil_Eng_Motor26;write;Process 42;no;no;all;ALL_bc_with_context.c:373310.4-16
Com_stSysLmp;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373824.4-16
Com_stSysErr;ComCil_Eng_Motor09;write;Process 42;no;no;all;ALL_bc_with_context.c:373655.4-16
Com_stSysErr;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373859.4-16
Com_stSysErr;sams_init_ALL_bc_with_context;write;main-process;no;no;all;ALL_bc_with_context.c:598324.2-14
Com_stSVSReq;ErrLmp_DD_Proc;read;Process 42;no;no;all;ALL_bc_with_context.c:374509.32-44
Com_stSVSReq;ErrLmp_DD_Proc;read;Process 42;no;no;all;ALL_bc_with_context.c:374517.37-49
Com_stSucLrngCh_MP;GPCM_ECU_Diag2;write;Process 42;no;no;all;ALL_bc_with_context.c:382357.4-22
Com_stSucLrngCh_MP;GlwECU_Lin_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:382314.4-22
Com_stSucLrngCh;GPCM_ECU_Diag2;read;Process 42;no;no;all;ALL_bc_with_context.c:382357.25-40
Com_stSucLrngCh;ComScl_Glw_Scl_Rx_GPCM_ECU_Diag2;write;Process 42;no;no;all;ALL_bc_with_context.c:565507.12-27
Com_stSucLrngCh;ComScl_Glw_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:160494.4-19
Com_stSRS1_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127383.63-85
Com_stSCRWarn;ComScl_Eng_Scl_Tx_Motor_09_STATIC;read;Process 42;no;no;all;ALL_bc_with_context.c:520277.30-43
Com_stSCRWarn;ComCil_Eng_Motor09;write;Process 42;no;no;all;ALL_bc_with_context.c:373651.4-17
Com_stSCRWarn;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373855.4-17
Com_stRx_IPC_2_Buf;INI_IPC2_C2D5_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:35641.12-33
Com_stRx_IPC_11_Buf;IPC_RX_11_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:35526.12-34
Com_stRx_DCDC_C320_Buf;DCDC_RX_C320_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:35473.12-37
Com_stRx_BRAKE_9_Buf;BRAKE_RX_9_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:32494.12-35
Com_stRx_BMS_C733_Buf;BMS_RX_C733_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:36825.12-36
Com_stRx_BMS_C732_Buf;BMS_RX_C732_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:35050.12-36
Com_stRx_BMS_C731_Buf;BMS_RX_C731_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34999.12-36
Com_stRx_BMS_C730_Buf;BMS_RX_C730_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34948.12-36
Com_stRx_BMS_C72F_Buf;BMS_RX_C72F_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34897.12-36
Com_stRx_BMS_C72E_Buf;BMS_RX_C72E_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34846.12-36
Com_stRx_BMS_C72D_Buf;BMS_RX_C72D_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34795.12-36
Com_stRx_BMS_C72C_Buf;BMS_RX_C72C_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34744.12-36
Com_stRx_BMS_C72B_Buf;BMS_RX_C72B_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34693.12-36
Com_stRx_BMS_C72A_Buf;BMS_RX_C72A_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34642.12-36
Com_stRx_BMS_C729_Buf;BMS_RX_C729_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34591.12-36
Com_stRx_BMS_C728_Buf;BMS_RX_C728_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34540.12-36
Com_stRx_BMS_C727_Buf;BMS_RX_C727_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34489.12-36
Com_stRx_BMS_C726_Buf;BMS_RX_C726_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34438.12-36
Com_stRx_BMS_C725_Buf;BMS_RX_C725_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34387.12-36
Com_stRx_BMS_C724_Buf;BMS_RX_C724_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34336.12-36
Com_stRx_BMS_C723_Buf;BMS_RX_C723_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34285.12-36
Com_stRx_BMS_C722_Buf;BMS_RX_C722_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34234.12-36
Com_stRx_BMS_C721_Buf;BMS_RX_C721_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34183.12-36
Com_stRx_BMS_C720_Buf;BMS_RX_C720_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34132.12-36
Com_stRx_BMS_C71F_Buf;BMS_RX_C71F_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34081.12-36
Com_stRx_BMS_C71E_Buf;BMS_RX_C71E_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:34030.12-36
Com_stRx_BMS_C71D_Buf;BMS_RX_C71D_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33979.12-36
Com_stRx_BMS_C71C_Buf;BMS_RX_C71C_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33928.12-36
Com_stRx_BMS_C71B_Buf;BMS_RX_C71B_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33877.12-36
Com_stRx_BMS_C71A_Buf;BMS_RX_C71A_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33826.12-36
Com_stRx_BMS_C719_Buf;BMS_RX_C719_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33775.12-36
Com_stRx_BMS_C718_Buf;BMS_RX_C718_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33724.12-36
Com_stRx_BMS_C717_Buf;BMS_RX_C717_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33673.12-36
Com_stRx_BMS_C716_Buf;BMS_RX_C716_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33622.12-36
Com_stRx_BMS_C715_Buf;BMS_RX_C715_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:33571.12-36
Com_stRx_BMS_C714_Buf;BMS_RX_C714_APPL_callback;write;Process 42;no;no;[0,7];ALL_bc_with_context.c:36774.12-36
Com_stRevDrv_mp;ComCil_Brk_ESP05;write;Process 42;no;no;all;ALL_bc_with_context.c:1353.3-18
Com_stRevDrv_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1558.4-19
Com_stRevDrv;ComCil_Brk_ESP05;read;Process 42;no;no;all;ALL_bc_with_context.c:1353.21-33
Com_stRevDrv;ComScl_Brk_Scl_Rx_ESP_05;write;Process 42;no;no;all;ALL_bc_with_context.c:578304.16-28
Com_stRevDrv;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157716.4-16
Com_stRemote_Feature1_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:123782.63-96
Com_stRemote_Feature1_TxPduCtrl_C;COM_CheckTxIPduCalibrationVarStatus;read;main-process;no;no;all;ALL_bc_with_context.c:123782.63-96
Com_strba_Nds_SignalPdu_INI_BMS_C733_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127443.64-112
Com_strba_Nds_SignalPdu_INI_BMS_C714_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127440.64-112
Com_strba_Nds_SignalPdu_INI_BMS_C713_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127437.64-112
Com_strba_Nds_SignalPdu_INI_BMS_C712_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127434.64-112
Com_strba_Nds_SignalPdu_INI_BMS_C711_RxPduCtrl_C;COM_CheckRxIPduCalibrationVarStatus;read;Process 42;no;no;all;ALL_bc_with_context.c:127431.64-112
